3a0000000b	aBiraniyawa
3d03120085	Ama sa icindinka ne aməmo apuwa anowa ne uriya wo Mbaa wooro Yeso Animasihu bore utubsa. Umənu ure woo saanuwa niya shere umuwe ne.
3e00000008	1 Yohana
3e010100f1	Tire ne uyane woye ncaza may ne ashini ha awaasa ˂ukure ne uciba, sa ˂akadaa akate ayane inang, awaasa ˂kitigofe anaza hawo, ⁺tinay-wo, ⁺titunki-wo ayizi, ⁺tipata-wo ne taare tooro, ꞊tibiyare-ye, awo ure anazaa sa ꞊aniyaze uray.
3e010200b2	˂Akadonke haro uray, ˂Kitinay-wo, ane ashini hawo tire ne uyane woye anaza ne, ꞊tibiyare-ye anaza ha uray wo uzira wo umuwe, awo ˂ukure ne Babba ne uciba, ⁺adonke haro wo.
3e010300ae	Tire ne ubiyare woye apuwa sa ⁺tigofe, tikuri ⁺tinay, wərike yemaa iyane ucugi wo iruwa nidii ne haro. Ucugi wo iruwa nidii yooro, a ne Babba a Vana bewo Yeso Animasihu.
3e01040033	⁺Tiyane-ye ncaza may, wərike amane haaro angmaa.
3e01050062	Anaza hay a ana ˂kitigofe ke Vana bewo, ⁺akuna, Ashini a nsaa, aməmo kewo nrii nzaw ne kuwede.
3e0106008b	Katikuna a tire ne ucugi wo iruwa nidii ne wo, amma ꞊tinyaana ne nrii, hay, adonke a anuwe tire ne, tizado ne ucugi wo uyane wo kiwenden.
3e010700bc	Ama katinyaana ne nsaa, tantaasa wo ure ne nsaa, hay, adonke tire ne ꞊ucugi wo iruwa nidii ne aciye haaro, ngba me Vana bewo Yeso, ꞊mptyizi haro ne unaafase wo apuwa araa sa ⁺tiyane.
3e01080060	Katikuna a tizado apuwa araa, tire ne ꞊uriyanga wo aciye haaro, kiwenden kiza-wo aməmo kooro.
3e010900d8	Katibiyate Ashini apuwa araa sa ꞊tiyane, uta uviyase haro unaafase wo apuwa araa sa ꞊tiyane, a uptyizi haro ne uzira wo uyane wo anowa, wərike wo, a bore uyane wo anowa, ꞊ukuyane apuwa sa ⁺ukuna a uta uyane.
3e010a007f	Katikuna a tidaake ⁺tiyane apuwa araa, ⁺tikutti Ashini a bore anuwe, anaza hawo azaa ayaara ha ucugi ne aməmo iruwa yooro.
3e020100da	Ye, ayiyane ham aniyazeha, ˃nre ne uyane woye ncaza may wərike kate iyane apuwa araa. Ama ka bigi ure ne uyane wo apuwa araa, ticiye bigi bore ukande sa ꞊uyane anaza ne Babba uməy wooro, Yeso Animasihu bore anowa.
3e02020069	Awo ure uwunda wo uviyase wooro apuwa araa sa ⁺tiyane, a ha unaafase wo agana ha inang, haza haaro cas.
3e0203003b	Ka ꞊tidafe nduwaka me Ashini, hay ata adonke a tiriya-wo.
3e02040070	Awaasa ꞊ugose a uriya Ashini, ama ꞊unudafe-wo nduwaka mawo bore anuwe, uza-wo kiwenden ne aməmo iruwa yewo.
3e0205009d	Ama awaasa ꞊uyane apuwa sa anaza hawo ꞊agose, a kiwenden uyeme wo Ashini ⁺ungmaa ne aməmo iruwa yewo. Anongo tiriya a ꞊tiyane ucugi wooro ne Ashini.
3e02060057	Awaasa ꞊ugose a ꞊uyane ucugi woo ne Ashini, sa uyane tiyang tantaasa Yeso ⁺uyane.
3e020700a5	Aruwanke ham, haza uduwaka wo Ashini usawoo ˃nre ne ucaza wee ne ama a ukono, wee sa ˂inemare ⁺igofe ne uciba. Uduwaka ukonen wee, a una ure anazaa sa ˂ikigofe.
3e020800a0	Nongo yaaro, ˃nre ne ˃ucaza wee uduwaka usawoo, ⁺anay kiwenden ke una ke Yeso, a aməmo keye, wərike nrii nre ne umaaza a nsaa me kiwenden nre ne umiyarma.
3e02090062	Awaasa ꞊ugose a ure ne aməmo nsaa ama ꞊ugaaza-wo unay wo biruwanke bewo, udaa ne aməmo nrii.
3e020a0078	Awaasa ꞊uyeme biruwanke bewo, ure ne ꞊ucugi ne aməmo nsaa, azaa ananke apuwa ne aməmo kewo, sa ata awone-wo uture.
3e020b00a4	Ama awaasa ꞊ugaaza-wo unay wo biruwanke bewo, ure ne aməmo nrii, a ne aməmo nrii ꞊unyaana ne, utiya-wo kitiya sa ˃uyaaze ne, wərike nrii ⁺nwəfi-wo ayizi.
3e020c0075	Ye ayiyane aniyazeha, nre ne uyane wo-ye ncaza wərike a ne aməmo niziya ne-wo ⁺aviyasa-ye apuwa araa sa ⁺iyane.
3e020d010c	Ye mbabban, nre ne uyane wo-ye ncaza, wərike inanke iriya-wo, awaasa awo ure ne aməmo uciba wo kuwede yina. Ye, inyaane, nre ne uyane wo-ye ncaza, wərike ˂inipira ugaso wo bigbama bo agbyarigare. Ye, ayiyane, nre ne uyane wo-ye ncaza, wərike inanke iriya Babbama.
3e020e00f4	Ye, mbabban, nre ne uyane wo-ye ncaza, wərike inanke iriya-wo, awaasa awo ure ne aməmo uciba wo kuwede yina. Ye, inyaane, nre ne uyane wo-ye ncaza, wərike igaso, anaza ha Ashini ꞊acugi ne aməmo iruwa yee, inipira ugaso wo bigbama bo araa.
3e020f006a	Kate iyeme inang baa ananke apuwa ne aməmo inang. Ka bigi uyeme inang, uyeme wo Babba uzaw ne iruwa yewo.
3e021000ec	Wərike unaafase wo apuwa sa are ne aməmo inang, a umuwerəy wo uyane wo apuwa sa nipum nitare, umuwerəy wo apuwa sa ayizi ayate, a unəfərzu wərike apuwa sa bigana uciye ne apuwa sa ꞊uyane, haye, haza ke Babba a dinne, aha inang.
3e02110070	Inang ne uyeme wo uciye wo apuwa ita imuwene, ama awaasa ꞊uyane apuwa sa Ashini utare uta ucuge shere umuwene.
3e021200c6	Ye ayiyane, a agaba ha umanne ze, tantaasa ⁺ikigofe a bore ugaa wo tigbama te Animasihu uyiyezi, saanuwama, hare ugaa wo tigbama te Animasihu gay ⁺anaye. Anongo ⁺tiyiyama a agaba ha umanne ze.
3e02130098	⁺Akaana ne aməmo haaro, ama ha haza agana haaro. Gade ha agana haaro, gade acuge ne haro, ama nikaane neha ⁺nidonke unaafase woha haza agana haaro.
3e02140043	Ama Bore Nsano ⁺une-ye Bidiri bewo, unaafase woye iriya kiwenden.
3e0215008b	Nza-m ne uyane woye ncaza, wərike sa itiya-ye kiwenden, ama a wərike iriya kiwenden, a wərike azaa anuwe sa ꞊akane ne aməmo kiwenden.
3e0216009e	Anna ure bore anuwe-ha? A awaasa ꞊ugose Yeso haza awo ure Animasihu, bigana been, awo ure bore ugaa wo tigbama te Animasihu, ꞊ugaaza-wo Babbama ne Vanama.
3e0217005a	Azaa bore ugaaza-wo Vanama sa uciye Babbama, awaasa ⁺ukpaa Vanama, anongo uciye Babbama.
3e02180080	Apuwa sa ⁺igofe ne agaba ha uciba, acuge ne aməmo iruwa yee. Ka acuge nongo, ita icuge ne aməmo Vanama, a ne aməmo Babbama.
3e0219004f	Ka ayane nongo uta une haro uray wo uzira wo umuwe, apuwa sa ukukone uta uyane.
3e021a0047	Nre ne uyane wo-ye ncaza may ne ashini ha haremay sa atare ariyange-ye.
3e021b0120	Ama Animasihu ⁺une-ye Bidiri Bisanobo saanuwa ꞊ucugi ne aməmo iruwa yee, haza a sa iciye bigi bore udonkize. Bidiribo ꞊udonkize unaafase wo kuwede yina, apuwa sa udonkize-ye akiwenden haza anuwe. Sa Animasihu ucuge ne ye ne aməmo iruwa yee, tantaasa Bidiribo ⁺udonkize-ye iyane.
3e021c0089	Saanuwa ayiyane aniyazeha, sa ine ubusa ne icugi aməmo ke-wo wərike ka uziya, taticiye ugaso wo iruwa shere ugofe wo nziri ubusa ke-wo.
3e021d0060	Ka iriya Animasihu a bore anowa, anongo unaafase wo bore ꞊uyane wo anowa wo a awure ha Ashini.
3e030100ac	Gbənken a inay tantaasa Ashini ⁺uyeme haro gay, sa ꞊agaase haro ayiyane ha Ashini! Anongo tire, a ana awuna agana ha inang yee atiya-ha haro, a wərike sa atiya-ha wo.
3e030200a3	Aruwanke ham, saanuwa haro a ayiyane ha Ashini, apuwa sa tatire ubusa, adaake anamiyata ana. Ama tiriya ka Animasihu uziya, tatire saa wo, tatinay-wo tantaasa ure.
3e03030076	Unaafase wo awaasa uciye uwuna wo iruwa kewo, ꞊uptyizi niciye newo wərike ure bore nsano tantaasa wo, a bore nsano.
3e03040072	Awaasa ꞊uyane apuwa araa ꞊upose uduwaka wo Ashini. Uyane wo apuwa araa, a uzira wo udafe wo uduwaka wo Ashini.
3e0305005a	Iriya Yeso ˂ukuye wərike uviyase haro apuwa araa. Wərike wo a bore uzira wo apuwa araa.
3e030600a6	Azaa awaasa ure aməmo ke Animasihu, sa uta une ubusa ne uyane wo apuwa araa. Azaa awaasa ꞊une ubusa ne ꞊uyane wo apuwa araa sa ⁺unumaga unay woo, baa uriya-wo.
3e0307006e	Ye, ayiyane, kate ijese bigi uriyange-ye, awaasa ꞊uyane anowa a bore anowa, tantaasa Animasihu a bore anowa.
3e030800cf	Bore ꞊uyane wo apuwa araa a vana bo bigbama bo agbyarigare, wərike wo, a bore ꞊uyanze wo apuwa araa ne uciba. Apuwa sa awuna Vana bo Ashini ⁺uye, a wərike ugatike nituma ne bigbama bo agbyarigare ne.
3e030900af	Azaa awaasa ka wo a awure ha Ashini sa uta une ubusa ne uyane wo apuwa araa, wərike wo a vana bo Ashini, uza une-wo ubusa ne uyane wo apuwa araa wərike wo a awure ha Ashini.
3e030a00ab	Anuwa tatiyiyame haremay sa are ayiyane ha Ashini, ne ha bigbama bo agbyarigare, awaasa ꞊unuyane-wo anowa haza a vana bo Ashini, anongo awaasa unuyeme-wo biruwanke bewo.
3e030b0034	Anazaa ze sa ˂ikigofe ne uciba, sa tiyeme aruwanke.
3e030c00a9	Kate ire saa Kayinu, wərike wo a bo bigbama bo araa sa ˂ukuwe biruwanke bewo. Ayina ˂akawone ⁺uwe-wo? A wərike nituma newo apuwa araa, a ha biruwanke bewo a anowa.
3e030d0043	Aruwanke ham kate iyane umamaake, ka agana ha inang yee ⁺agaa-ye.
3e030e008e	Haro tiriya ⁺nteganke ungməne niya ne uray, wərike tire ne uyeme wo aruwanke. Ama awaasa uza-wo uyeme wo aruwanke, wo, udaa bingməninebu.
3e030f007f	Bore ugaa wo unay wo biruwanke bewo, a bore nwono, iriya, azaa bore nwono sa uciye uray wo uzira wo umuwe ne aməmo iruwa yewo.
3e03100093	Anuwa tatiyiyame tantaasa uyeme ure, Yeso Animasihu ˂ukune nisobo newo wərike haro. Ayane unoo haro duki tine asobo haaro wərike aruwanke haaro.
3e03110091	Awaasa uciye apuwa ha taare, a ꞊uyate biruwanke ne aməmo uzira, ama udaake ukandeke-wo, ataana ata akone a bigana beebo uciye uyeme wo Ashini?
3e03120087	Ayiyane ham, kate uyeme wee, ure wo anaza baa wo unuwe cas, ama sa idonke uyeme wee ne apuwa sa ꞊iyane, ne aməmo kiwenden ke Ashini.
3e03130069	Anuwa tatiyiyame haro a agana ha kiwenden, ne tantaasa taticiye ugaso wo iruwa ye utunna ubusa ke Ashini.
3e03140075	Agabaa sa iruwa yooro idonke haro a ⁺tiyane araa, Ashini umaane ugaso wo iruwa yooro, uriya unaafase wo kuwedeyina.
3e03150072	Aruwanke ham, ka iruwa yooro idaake idonke haro a ⁺tiyane araa, ticiye ugaso wo iruwa ye utunna ubusa ke Ashini.
3e03160061	Tatikpaa unaafase wo apuwa sa tiyiyasa, wərike ꞊tidafe nduwaka mawo, ꞊tiyane apuwa sa utare.
3e03170065	A uduwaka woo ze, tine iruwa ke Vana bewo Yeso Animasihu, a tiyeme aruwanke tantaasa ⁺ukuna tiyane.
3e031800a4	Haremay sa ꞊adafe nduwaka mawo ꞊acugi ne aməmo kewo, a wo, ne aməmo haa. Anongo tatiyiyame a ꞊ucugi ne aməmo haaro, wərike Bidiri Bisanobo sa ⁺une haro.
3e040100c6	Aruwanke ham, kate ikpaa awaasa ꞊ugose a uciye Bidiri bo Ashini, katayiyaman wo nnoo wərike iyiyame baa a ke Ashini udin. Wərike hare anuwe ha niyiyezi ne anaza ha Ashini akane niya kuwede tiya.
3e04020087	Nay tantaasa ze ita iyiyame awaasa uciye Bidiri bo Ashini, awaasa ꞊ugose a Yeso ˂ukuye ne aməmo nipum, a wo uciye Bidiri bo Ashini.
3e040300c4	Ama awaasa ꞊ugaa-wo a Yeso ˂ukuye ne aməmo nipum haza a ke Ashini ⁺udin. Bigana beenbo uciye bidiri bo ugaa wo tigbama te Animashu, awaasa ⁺igofe a uyiyezi, saanuwa unanke ne aməmo inang.
3e04040081	Ayiyane ham, ye a ha Ashini, ipere ugaso wo-ha, wərike Bidiri bee sa ure aməmo keye, upere ugaso wo bee sa ure ne aməmo inang.
3e04050056	Ha, a ha inang, apuwa sa ꞊anaze, a ha inang, a ana awuna agana ha inang ꞊agofe-ha.
3e040600ab	Haro a ha Ashini, awaasa uriya Ashini, ꞊ugofe haro, ama awaasa utiya-wo Ashini, uza ugofe-wo haro. Anongo tatiyiyame awaasa uciye Bidiri bo kiwenden, ne bidiri bo anuwe.
3e04070080	Aruwanke ham, sa tiyeme aciye haaro, wərike uyeme ake Ashini udin. Awaasa ꞊uyane uyeme, wo a awure ha Ashini, a uriya Ashini.
3e0408003b	Ashini wo a uyeme, awaasa unuyane-wo uyeme utiya-wo Ashini.
3e04090079	Nay tantaasa Ashini ⁺udonke haro uyeme woo, ˂ukutonte Vana bewo ne aməmo inang sa aweenma cas, wərike une haro uray.
3e040a0099	Nay tantaasa uyeme ure, haza a haro ˂kitiyeme Ashini, awo ˂ukuyeme haro, ⁺utonte Vana bewo, ⁺ungməne wərike uviyase haro apuwa araa sa ⁺tiyane.
3e040b004d	Aruwanke ham, Ashini ˂ukudonke haro uyeme, haro duki, sa tiyeme aciye haaro.
3e040c009d	Azaa awaasa unumaga unay wo Ashini, ama ka ꞊tiyeme aruwanke haaro, Ashini ꞊ucugi ne aməmo iruwa yooro. Anongo uyeme woo ⁺ungmaa ne aməmo iruwa yooro.
3e040d005c	Tiriya a tire ne aməmo ke-wo a wo aməmo kooro wərike sa Ashini ˃uyinta haro Bidiri bewo.
3e040e005e	Ashini ˂ukutonte Vana bewo bore utubsa wo inang, ⁺tinay-wo, saanuwa ꞊tibiyare anaza hawo.
3e040f005e	Duki awaasa ukpaa a Yeso ure Vana bo Ashini, Ashini ꞊ucugi ne aməmo ke-wo, a wo, ke Ashini.
3e041000a5	Tiriya uyeme wo Ashini sa ꞊udonkize haro, ꞊tiniyaze iruwa ne. Ashini a uyeme. Awaasa ucugi ne aməmo uyeme ˃ucugi aməmo ke Ashini a Ashini ˃ucugi aməmo kewo.
3e0411008f	Anongo uyeme ungmaa aməmo kooro, wərike ticiye ugaso wo iruwa, ne uweng wo nhara me anowa ne araa, wərike ne aməmo inang yee tire saa Yeso.
3e041200cc	Uyeme uza-wo uwuwage. Uyeme wo kiwenden ꞊ukatteze uwuwage, wərike awaasa ugofe uwuwage, a wərike uriyare wo uweng wo nhara me anowa ne araa. Awaasa ꞊ugofe uwuwage udaake ungmaa ne uyeme wo kiwenden.
3e0413003a	꞊Tiyane uyeme, wərike Ashini a wo uciba ⁺uyeme wooro.
3e041400cd	Ka bigi ⁺ukuna, “꞊N-yeme Ashini,” ama ꞊ugaaza-wo biruwanke bewo, wo, a bore anuwe. Unaafase wo awaasa uza-wo uyeme wo biruwanke bewo sa ꞊uyate-wo, uza uyeme-wo Ashini sa udaake unumaga unay-wo.
3e0415005f	Ashini ⁺une haro uduwaka wee, unaafase wo awaasa ꞊uyeme Ashini, akafa uyeme biruwanke bewo.
3e0501008e	Kuwede ana sa ꞊une iruwa Yeso awo ure Animasihu, wo a awure ha Ashini. Kuwede ana sa ꞊uyeme Babbama ꞊uyeme awaasa wo a awure ha Babbama.
3e05020055	Anuwa ⁺ticunga a ꞊tiyeme ha a few ueka ꞊tiyeme Ashini a ꞊tidafe nduwaka mawo.
3e0503004c	Uyeme wooro wo Ashini, a ꞊udafe wo nduwaka mawo. Nduwaka mawo nzaw umənu,
3e0504008c	wərike unaafase wo awaasa wo a awure ha Ashini upere ugaso wo inang. Une wo iruwa yooro a una ⁺uwuna haro ticiye upere wo ugaso wo inang.
3e05050059	A ana ure bore upere wo ugaso wo inang? A awaasa ꞊uniyaze iruwa, Yeso a Vana bo Ashini.
3e050600bc	Yeso Animasihu ukuye ne nwuwamaw, a ne ngba. Haza a ne nwuwamaw cas ˂ukuye ne, ama a ne nwuwamaw a ne ngba. Bidiri Bisanobo ⁺udonke anongo are, wərike Bidiri Bisanobo awo ure kiwenden.
3e0507003c	Apuwa titaaro a ana ꞊adonkeze Yeso awo ure Vana bo Ashini,
3e0508004e	Bidiri Bisanobo, ne nwuwamaw, a ngba. Apuwa titaaro tee, apuwa nidii ꞊anaze.
3e0509007a	꞊Tikpaaze apuwa sa agana ꞊anaze, ama anaza ha Ashini apere, wərike apuwa sa zeno Ashini ⁺unasa ashini ke Vana bewo.
3e050a00df	Awaasa ⁺une iruwa ke Vana bo Ashini, apuwa sa Ashini ⁺unasa, are ne iruwa yewo. Awaasa udaake une iruwa ke Ashini, ⁺ucuwana-wo a bore anuwe, wərike udaake une iruwa ne apuwa sa Ashini ⁺ukuna ne ashini ha Vana bewo.
3e050b0067	Apuwa sa ze Ashini ⁺ukuna, ⁺une haro uray wo uzira wo umuwe, uray wee a ne aməmo Vana bewo ure ne.
3e050c004b	Awaasa uciye Vanama, uciye uray, awaasa uza-wo Vana bo Ashini, uza-wo uray.
3e050d0070	⁺N-yane ncaza may niye keye sa iniyaze iruwa ke Vana bo Ashini wərike iyiyame a iciye uray wo uzira wo umuwe.
3e050e007d	Apuwa sa ꞊aniyaze haro ugaso wo iruwa ye niya ubusa ke Ashini, a ana, katiyiyasa kuwede yina tantaasa utare, ꞊ugofe haro.
3e050f0055	Ka tiriya a ꞊ugofe haro, tiriya uta uyane haro unaafase wo apuwa sa ⁺tiyiyasa-wo.
3e0510011f	Ka bigi unay biruwanke bewo ꞊uyane apuwa araa sa adaake ahama ungməne, sa uyane-wo nriribina, Ashini uta une-wo uray. Nre ne anaza ha haremay sa ꞊ayane apuwa araa sa adaake ahama ungməne. Aciye apuwa araa sa ꞊akaya ne bigana ne ungməne. Ndaake nkuna ayane nriribina wərike ana.
3e05110072	Unaafase wo apuwa sa anazibiha sa agana ayane, a apuwa araa, ama haza a kuwede aje apuwa araa ꞊akiyeri ungməne.
3e051200a1	Tiriya haremay sa a awure ha Ashini ananiya-ha ubusa ne aməmo uyane wo araa, wərike Vana bo Ashini ꞊ukəngi-ha. Bigbama bo Araa uza uyane-wo ha ananke apuwa.
3e05130046	Tiriya haro a ha Ashini, unaafase wo inang ake Bigbama bo Araa ire ne.
3e051400fa	Tiriya a Vana bo Ashini ˂ukuye ⁺une haro uyiyama, wərike tiyiyame-wo awaasa awo ure bore kiwenden. Haro tire ne aməmo kewo, wo sa ure bore kiwenden, tire ne aməmo Vana bewo Yeso Animasihu. A wo ure Ashini ha kiwenden, ne uray wo uzira wo umuwe.
3e0515002a	Ayiyane ham, kate idafe ashini ha nishabe.
3f00000008	2 Yohana
3f010100c4	Me borewono wo ukura wo Ashini, nre ne uyane wo ncaza niya ke buray bee sa Ashini uzangneke-wo ne ayiyane hawo, sa ꞊n-yeme-ha ne kiwenden, haza ame cas, ne unaafase wo haremay sa ariya kiwenden,
3f01020051	wərike kiwenden ka sa kire aməmo kooro, takicuge ne aməmo kooro shere umuwene.
3f01030092	Apuwa anowa, ugofe wo ugbane ne uraara wo iruwa sa ⁺adi ke Ashini Babba ne Vana bewo Yeso Animasihu ata acuge kooro ne aməmo kiwenden ne uyeme.
3f0104007e	⁺N-yane nsano me iruwa sa ˂nkiyiyame ukuna a haage ne aməmo ayiyane habo, ꞊adafe kiwenden tantaasa Babba ˂ukuwone haro.
3f01050085	Saanuwa buray, haza unanke uduwaka wo Ashini usawo ˃ncaze-bo ne, ama a wee sa ˂kitinanke ticiye ne uciba, ngose sa tiyeme aruwanke.
3f0106008b	Uyeme wo kiwenden a una ure, tidafe nduwaka me Ashini. Tantaasa ˂ikimare ⁺igofe ne uciba, uduwaka woo a una ure, ticuge ne aməmo uyeme.
3f010700d8	Haage hare kiriyanga gay are ne, haremay sa adaake akpaa a Yeso Animasihu ˂ukuye ne aməmo nipum, ⁺akane niya kuwede tiya. Unaafase wo awaasa ꞊uyane hayen, a bore kiriyanga, ne bore ugaa wo tigbama te Animasihu.
3f0108007e	Yanen nnoo kate idere ne apuwa sa ⁺iyane nituma ne ana, ama wərike ikpaa unaafase wo apuwa anowa sa ⁺iyane nituma ne ana.
3f010900a1	Awaasa ucende ananke apuwa, udaake utunna ne aməmo udafe wo ndunkunza me Yeso, uza-wo Ashini. Awaasa uniya ubusa ne udafe wo ndunkunzama, uciye Babba ne Vanama.
3f010a0050	Ka bigi ⁺uye keye, haza ne ndunkunza may, kate ikpaa-wo, kate iwone-wo nhaben.
3f010b006d	Awaasa ⁺uwuna-wo nhaben, ⁺adonke ure ne udote wo niciye ne wo, ne aməmo uyane wo apuwa araa sa ꞊uyane.
3f010c00ac	Nciye anaza gay sa ntare mbiyate-ye, ama nnitara-m mbiyate-ye ne aməmo ncaza may. Ama ⁺nwuna iruwa, n-ye keye a nyane-ye anaza ne niciye nom, wərike amane haaro angmaa.
3f010d0043	Ayiyane ha biruwanke bobo sa Ashini ⁺uzangneke-wo ˃anyankize-bo.
4000000008	3 Yohana
4001010078	Me Borewono wo ukura wo Ashini, nre ne uyane wo ncaza. Niya ke biruwanke bom Gayus, awaasa n-yeme-wo ne aməmo kiwenden.
40010200a0	Biruwanke bom, nre ne nriribina bociye ucugi wo ugofe wo uniyamto wo nipum, a unaafase wo kuwede yina anyaanaha-bo didəy, tantaasa bidiri bobo bigofe uniyamto.
400103009e	⁺N-yane nsano me iruwa gay sa ananke aruwanke hare udafe wo Yeso ˂akaye ⁺abiyate-m tantaasa ˃bopiti kiwenden nnoo, ne tiyang tebo ne aməmo kiwenden ka.
4001040058	Azaa apuwa sa apere ꞊uniyaze wom nsano me iruwa ka ngofe a ayiyane ham adafe kiwenden.
4001050058	Suga wom, bo a bore kiwenden ne aməmo apuwa sa ꞊boyane aruwanke, ne aruwanke sa ajan.
400106007d	˂Akabiyate hare udafe uyeme wobo. Ata ayane unoo bokandeke-ha ne apuwa ha tiyang hay sa ayane unoo ne hare nituma ne Ashini.
4001070070	A wərike ubiyare wo anaza ha Animasihu ˂akakaane, ˂akagaa akpaa ukande ke haremay sa haza hare udafe wo Yeso.
4001080056	Ayane unoo tiyane agana hayen ukande, wərike tire nsuga ne aməmo nituma ne kiwenden.
4001090074	˂Nkiyane hare udafe ncaza, ama Diyotirifis sa utare ure bo uciba, umaa kuwede ana, ⁺ugaa-wo ukpaa wo anaza haaro.
40010a00f5	Ka n-ye, nta mmiyate apuwa sa ꞊uyane ne nsaa, wərike anaza araa sa ꞊unaze ne ashini haaro. Hayen adaake ahama-wo, ꞊ugaaza-wo ꞊ukpaaza wo aruwanke. Ukuri ꞊ukareze haremay sa atare ꞊ukpaaza woha, a ꞊ukattize-ha ne aməmo hare udafe.
40010b00a0	Biruwanke bom, kate bodafe uyane wo apuwa araa ama sa bodafe uyane wo anowa. Awaasa ꞊uyane anowa ake Ashini udine. Awaasa ꞊uyane apuwa araa utiya-wo Ashini.
40010c00bb	Kuwede ana ꞊unaze anaza anowa ne ashini ha Dimitiriyus, anongo kiwenden kidonkize. Haromaa duki, tinaze apuwa anowa ne ashini hawo, ye, iriya apuwa sa tinaze ne ashini hawo, a kiwenden.
40010d0053	Nciye apuwa gay sa ntare ncaze-ye ne, ama nnitara-m mbiyate-ye ne aməmo ncaza may.
40010e00c8	⁺Nwuna iruwa nta nnay-bo ne aməmo aye cim, wərike tiyane anaza ne bo ayizi ayate ayizi. Uraara wo iruwa niye kebo. Nsugan maaro baazee, anyakize-bo. Nyankiza nsugan maaro kuwedebijebu sa are bano.
